Line,Sample,Easting [m],Northing [m],Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn [mG],I_450Hz [ppm],Q_450Hz [ppm],I_1530Hz [ppm],Q_1530Hz [ppm],I_5310Hz [ppm],Q_5310Hz [ppm],I_18330Hz [ppm],Q_18330Hz [ppm],I_63030Hz [ppm],Q_63030Hz [ppm],Qsum [ppm]
1,8672,344108.42,4482817.79,0,0,4,2113.07,67470614.1,184430.6141,20.1,4.28E+02,4.49E+02,7.96E+02,6.20E+02,1.05E+03,1.25E+03,1.48E+03,3.73E+03,4.19E+03,1.10E+04,1.71E+04
1,8673,344108.42,4482817.79,0,0,4,2113.07,67470714.1,184430.7141,19.8,4.87E+02,4.35E+02,8.07E+02,6.28E+02,1.04E+03,1.26E+03,1.48E+03,3.76E+03,4.24E+03,1.10E+04,1.71E+04
1,8674,344108.42,4482817.79,0,0,4,2113.06,67470814.1,184430.8141,21,5.25E+02,4.72E+02,8.18E+02,6.72E+02,1.00E+03,1.26E+03,1.51E+03,3.79E+03,4.27E+03,1.10E+04,1.72E+04
1,8675,344108.43,4482817.79,0,0,4,2113.06,67470914.1,184430.9141,20,5.37E+02,5.18E+02,7.80E+02,7.22E+02,9.51E+02,1.29E+03,1.45E+03,3.78E+03,4.23E+03,1.09E+04,1.72E+04
1,8676,344108.43,4482817.79,0,0,4,2113.06,67471014.1,184431.0141,20.3,5.48E+02,5.16E+02,7.25E+02,6.94E+02,9.63E+02,1.30E+03,1.42E+03,3.78E+03,4.17E+03,1.09E+04,1.72E+04
1,8677,344108.43,4482817.79,0,0,4,2113.06,67471114.1,184431.1141,20,5.09E+02,5.03E+02,6.93E+02,6.04E+02,9.97E+02,1.31E+03,1.45E+03,3.79E+03,4.19E+03,1.10E+04,1.72E+04
1,8678,344108.43,4482817.79,0,0,4,2113.05,67471214.1,184431.2141,20,4.70E+02,5.26E+02,6.98E+02,5.65E+02,9.74E+02,1.32E+03,1.53E+03,3.74E+03,4.24E+03,1.10E+04,1.71E+04
1,8679,344108.43,4482817.79,0,0,4,2113.05,67471314.1,184431.3141,19.8,5.01E+02,5.45E+02,7.51E+02,5.75E+02,9.45E+02,1.34E+03,1.54E+03,3.71E+03,4.25E+03,1.10E+04,1.71E+04
1,8680,344108.43,4482817.79,0,0,4,2113.05,67471414.1,184431.4141,19.8,5.12E+02,4.91E+02,8.03E+02,5.95E+02,9.72E+02,1.33E+03,1.48E+03,3.74E+03,4.25E+03,1.09E+04,1.71E+04
1,8681,344108.45,4482817.78,0,0,4,2113.05,67471514.1,184431.5141,20.4,5.15E+02,4.76E+02,8.17E+02,6.32E+02,1.01E+03,1.32E+03,1.46E+03,3.75E+03,4.33E+03,1.09E+04,1.71E+04
1,8682,344108.47,4482817.76,0,0,4,2113.05,67471614.1,184431.6141,20.6,5.07E+02,5.99E+02,7.97E+02,6.94E+02,1.04E+03,1.30E+03,1.47E+03,3.74E+03,4.37E+03,1.10E+04,1.73E+04
1,8683,344108.49,4482817.75,0,0,4,2113.04,67471714.1,184431.7141,19.6,4.53E+02,5.71E+02,7.40E+02,6.76E+02,9.73E+02,1.30E+03,1.50E+03,3.76E+03,4.29E+03,1.11E+04,1.74E+04
1,8684,344108.5,4482817.74,0,0,4,2113.04,67471814.1,184431.8141,20.9,4.95E+02,4.80E+02,6.77E+02,6.75E+02,9.41E+02,1.32E+03,1.45E+03,3.75E+03,4.25E+03,1.11E+04,1.73E+04
1,8685,344108.52,4482817.73,0,0,4,2113.04,67471914.1,184431.9141,19.8,5.64E+02,4.47E+02,6.87E+02,6.70E+02,9.01E+02,1.33E+03,1.43E+03,3.78E+03,4.30E+03,1.09E+04,1.72E+04
1,8686,344108.54,4482817.72,0,0,4,2113.04,67472014.1,184432.0141,20.8,5.00E+02,5.58E+02,6.90E+02,6.31E+02,9.05E+02,1.32E+03,1.43E+03,3.81E+03,4.31E+03,1.09E+04,1.72E+04
1,8687,344108.56,4482817.71,0,0,4,2113.04,67472114.1,184432.1141,20.9,4.15E+02,6.41E+02,6.50E+02,6.59E+02,9.39E+02,1.31E+03,1.38E+03,3.79E+03,4.27E+03,1.10E+04,1.74E+04
1,8688,344108.57,4482817.7,0,0,4,2113.03,67472214.1,184432.2141,19.1,3.68E+02,6.09E+02,6.30E+02,6.87E+02,8.78E+02,1.28E+03,1.41E+03,3.80E+03,4.17E+03,1.10E+04,1.74E+04
1,8689,344108.59,4482817.69,0,0,4,2113.03,67472314.1,184432.3141,20.3,3.70E+02,5.42E+02,7.10E+02,7.28E+02,8.50E+02,1.27E+03,1.40E+03,3.88E+03,4.14E+03,1.11E+04,1.75E+04
1,8690,344108.61,4482817.68,0,0,4,2113.03,67472414.1,184432.4141,18.8,3.43E+02,4.90E+02,7.33E+02,7.64E+02,9.04E+02,1.32E+03,1.45E+03,3.94E+03,4.22E+03,1.12E+04,1.77E+04
1,8691,344108.65,4482817.66,0,0,4,2113.01,67472514.1,184432.5141,18.3,3.40E+02,4.80E+02,7.05E+02,7.51E+02,9.44E+02,1.34E+03,1.52E+03,3.94E+03,4.25E+03,1.13E+04,1.78E+04
1,8692,344108.69,4482817.65,0,0,4,2113,67472614.1,184432.6141,19.3,4.80E+02,4.82E+02,6.89E+02,7.89E+02,9.55E+02,1.40E+03,1.44E+03,3.98E+03,4.22E+03,1.14E+04,1.80E+04
1,8693,344108.72,4482817.64,0,0,4,2112.99,67472714.1,184432.7141,21.4,4.04E+02,6.84E+02,5.77E+02,8.40E+02,9.24E+02,1.45E+03,1.37E+03,4.06E+03,4.21E+03,1.15E+04,1.86E+04
1,8694,344108.76,4482817.63,0,0,4,2112.97,67472814.1,184432.8141,19.9,9.56E+00,8.82E+02,4.66E+02,8.06E+02,8.69E+02,1.51E+03,1.29E+03,4.08E+03,4.21E+03,1.17E+04,1.90E+04
1,8695,344108.8,4482817.62,0,0,4,2112.96,67472914.1,184432.9141,22.8,-8.30E+01,8.12E+02,4.56E+02,7.96E+02,8.62E+02,1.57E+03,1.38E+03,4.04E+03,4.21E+03,1.18E+04,1.90E+04
1,8696,344108.84,4482817.6,0,0,4,2112.94,67473014.1,184433.0141,22.7,-9.63E+01,9.76E+02,4.31E+02,8.22E+02,7.95E+02,1.57E+03,1.38E+03,4.07E+03,4.23E+03,1.20E+04,1.94E+04
1,8697,344108.87,4482817.59,0,0,4,2112.93,67473114.1,184433.1141,18.4,-1.61E+02,1.30E+03,3.90E+02,8.10E+02,7.82E+02,1.59E+03,1.36E+03,4.22E+03,4.30E+03,1.22E+04,2.01E+04
1,8698,344108.91,4482817.58,0,0,4,2112.92,67473214.1,184433.2141,16.3,1.19E+02,1.07E+03,4.56E+02,8.44E+02,8.80E+02,1.61E+03,1.43E+03,4.32E+03,4.34E+03,1.23E+04,2.01E+04
1,8699,344108.95,4482817.57,0,0,4,2112.9,67473314.1,184433.3141,19.5,8.65E+01,6.23E+02,6.37E+02,8.62E+02,9.40E+02,1.53E+03,1.50E+03,4.32E+03,4.38E+03,1.23E+04,1.96E+04
1,8700,344108.99,4482817.55,0,0,4,2112.89,67473414.1,184433.4141,18.6,1.29E+01,6.83E+02,6.61E+02,8.56E+02,9.82E+02,1.51E+03,1.48E+03,4.33E+03,4.47E+03,1.24E+04,1.97E+04
1,8701,344109.01,4482817.54,0,0,4,2112.89,67473514.1,184433.5141,17.7,1.23E+02,6.16E+02,6.19E+02,8.54E+02,9.33E+02,1.59E+03,1.41E+03,4.35E+03,4.50E+03,1.24E+04,1.98E+04
1,8702,344109.03,4482817.52,0,0,4,2112.89,67473614.1,184433.6141,19.7,2.32E+02,4.28E+02,6.04E+02,8.73E+02,8.94E+02,1.53E+03,1.38E+03,4.31E+03,4.44E+03,1.24E+04,1.95E+04
1,8703,344109.06,4482817.51,0,0,4,2112.89,67473714.1,184433.7141,16.7,1.58E+02,5.46E+02,6.00E+02,8.60E+02,9.18E+02,1.50E+03,1.38E+03,4.30E+03,4.48E+03,1.24E+04,1.96E+04
1,8704,344109.08,4482817.49,0,0,4,2112.89,67473814.1,184433.8141,16.7,2.05E+02,6.25E+02,5.98E+02,8.43E+02,9.67E+02,1.49E+03,1.46E+03,4.41E+03,4.53E+03,1.25E+04,1.99E+04
1,8705,344109.11,4482817.48,0,0,4,2112.89,67473914.1,184433.9141,23.3,2.31E+02,6.07E+02,6.35E+02,8.38E+02,9.21E+02,1.45E+03,1.47E+03,4.47E+03,4.56E+03,1.26E+04,1.99E+04
1,8706,344109.13,4482817.46,0,0,4,2112.89,67474014.1,184434.0141,17.8,6.35E+00,7.75E+02,5.83E+02,8.19E+02,8.52E+02,1.47E+03,1.38E+03,4.37E+03,4.57E+03,1.26E+04,2.01E+04
1,8707,344109.16,4482817.44,0,0,4,2112.89,67474114.1,184434.1141,19.3,1.30E+01,7.06E+02,5.43E+02,7.90E+02,9.23E+02,1.53E+03,1.40E+03,4.34E+03,4.52E+03,1.27E+04,2.01E+04
1,8708,344109.18,4482817.43,0,0,4,2112.89,67474214.1,184434.2141,18,1.36E+02,5.41E+02,5.39E+02,7.96E+02,9.24E+02,1.50E+03,1.48E+03,4.39E+03,4.47E+03,1.28E+04,2.00E+04
1,8709,344109.21,4482817.41,0,0,4,2112.89,67474314.1,184434.3141,18.5,1.21E+02,5.47E+02,5.73E+02,8.04E+02,9.03E+02,1.46E+03,1.51E+03,4.41E+03,4.44E+03,1.28E+04,2.00E+04
1,8710,344109.24,4482817.4,0,0,4,2112.89,67474414.1,184434.4141,20.7,1.30E+02,6.58E+02,5.74E+02,7.72E+02,9.44E+02,1.58E+03,1.52E+03,4.35E+03,4.43E+03,1.27E+04,2.01E+04
1,8711,344109.28,4482817.37,0,0,4,2112.87,67474514.1,184434.5141,17.8,9.50E+01,7.97E+02,5.17E+02,7.81E+02,8.89E+02,1.66E+03,1.47E+03,4.35E+03,4.36E+03,1.27E+04,2.03E+04
1,8712,344109.33,4482817.35,0,0,4,2112.86,67474614.1,184434.6141,20,1.48E+02,7.84E+02,5.83E+02,7.80E+02,9.02E+02,1.58E+03,1.45E+03,4.41E+03,4.34E+03,1.27E+04,2.03E+04
1,8713,344109.38,4482817.33,0,0,4,2112.84,67474714.1,184434.7141,18.2,2.62E+02,7.33E+02,6.38E+02,7.76E+02,9.38E+02,1.58E+03,1.55E+03,4.43E+03,4.41E+03,1.27E+04,2.02E+04
1,8714,344109.42,4482817.31,0,0,4,2112.83,67474814.1,184434.8141,16.8,2.44E+02,6.52E+02,6.41E+02,7.73E+02,9.34E+02,1.60E+03,1.59E+03,4.40E+03,4.53E+03,1.28E+04,2.02E+04
1,8715,344109.47,4482817.28,0,0,4,2112.81,67474914.1,184434.9141,13.3,2.69E+02,5.61E+02,5.91E+02,7.55E+02,9.60E+02,1.55E+03,1.53E+03,4.39E+03,4.48E+03,1.29E+04,2.02E+04
1,8716,344109.52,4482817.26,0,0,4,2112.8,67475014.1,184435.0141,30.2,3.67E+02,3.47E+02,5.62E+02,7.19E+02,9.06E+02,1.52E+03,1.45E+03,4.41E+03,4.36E+03,1.31E+04,2.01E+04
1,8717,344109.56,4482817.24,0,0,4,2112.78,67475114.1,184435.1141,16.5,3.49E+02,9.88E+01,6.26E+02,7.12E+02,8.83E+02,1.56E+03,1.47E+03,4.44E+03,4.40E+03,1.32E+04,2.00E+04
1,8718,344109.61,4482817.22,0,0,4,2112.77,67475214.1,184435.2141,14.1,4.78E+02,6.29E+01,7.60E+02,7.72E+02,9.67E+02,1.49E+03,1.52E+03,4.45E+03,4.49E+03,1.32E+04,2.00E+04
1,8719,344109.65,4482817.19,0,0,4,2112.75,67475314.1,184435.3141,16.6,5.97E+02,2.58E+02,7.99E+02,8.16E+02,9.36E+02,1.43E+03,1.53E+03,4.51E+03,4.53E+03,1.32E+04,2.02E+04
1,8720,344109.7,4482817.17,0,0,4,2112.74,67475414.1,184435.4141,19.8,4.37E+02,5.02E+02,7.34E+02,8.05E+02,8.69E+02,1.49E+03,1.51E+03,4.49E+03,4.56E+03,1.32E+04,2.05E+04
1,8721,344109.73,4482817.16,0,0,4,2112.74,67475514.1,184435.5141,19.3,2.71E+02,7.12E+02,6.40E+02,7.83E+02,8.60E+02,1.57E+03,1.47E+03,4.44E+03,4.59E+03,1.33E+04,2.08E+04
1,8722,344109.75,4482817.16,0,0,4,2112.75,67475614.1,184435.6141,19.8,3.37E+01,9.23E+02,5.19E+02,8.06E+02,9.32E+02,1.61E+03,1.46E+03,4.52E+03,4.65E+03,1.34E+04,2.13E+04
1,8723,344109.78,4482817.15,0,0,4,2112.75,67475714.1,184435.7141,15.1,5.95E+01,8.32E+02,4.72E+02,8.28E+02,9.74E+02,1.60E+03,1.47E+03,4.59E+03,4.68E+03,1.34E+04,2.13E+04
1,8724,344109.81,4482817.14,0,0,4,2112.75,67475814.1,184435.8141,16.1,3.44E+02,4.25E+02,6.38E+02,8.27E+02,9.28E+02,1.61E+03,1.45E+03,4.59E+03,4.61E+03,1.34E+04,2.09E+04
1,8725,344109.83,4482817.13,0,0,4,2112.75,67475914.1,184435.9141,19.5,3.40E+02,4.34E+02,6.60E+02,8.10E+02,8.97E+02,1.58E+03,1.45E+03,4.57E+03,4.54E+03,1.34E+04,2.08E+04
1,8726,344109.86,4482817.12,0,0,4,2112.75,67476014.1,184436.0141,16.2,2.95E+02,6.28E+02,5.90E+02,8.23E+02,9.17E+02,1.55E+03,1.51E+03,4.56E+03,4.57E+03,1.34E+04,2.09E+04
1,8727,344109.89,4482817.11,0,0,4,2112.76,67476114.1,184436.1141,17,3.19E+02,5.69E+02,6.62E+02,8.62E+02,9.66E+02,1.52E+03,1.55E+03,4.56E+03,4.64E+03,1.34E+04,2.09E+04
1,8728,344109.91,4482817.11,0,0,4,2112.76,67476214.1,184436.2141,18.8,3.66E+02,5.81E+02,6.85E+02,8.79E+02,9.77E+02,1.55E+03,1.57E+03,4.58E+03,4.63E+03,1.34E+04,2.10E+04
1,8729,344109.94,4482817.1,0,0,4,2112.76,67476314.1,184436.3141,17.7,2.82E+02,8.17E+02,6.19E+02,8.74E+02,9.80E+02,1.59E+03,1.56E+03,4.51E+03,4.60E+03,1.35E+04,2.12E+04
1,8730,344109.97,4482817.08,0,0,4,2112.76,67476414.1,184436.4141,18.3,1.52E+02,8.50E+02,6.00E+02,8.67E+02,1.02E+03,1.60E+03,1.52E+03,4.49E+03,4.58E+03,1.34E+04,2.13E+04
1,8731,344110,4482817.05,0,0,4,2112.77,67476514.1,184436.5141,17.8,1.04E+02,7.77E+02,6.25E+02,8.39E+02,1.03E+03,1.59E+03,1.49E+03,4.54E+03,4.49E+03,1.34E+04,2.12E+04
1,8732,344110.04,4482817.02,0,0,4,2112.78,67476614.1,184436.6141,17.1,1.30E+02,7.12E+02,6.30E+02,7.95E+02,1.03E+03,1.57E+03,1.52E+03,4.56E+03,4.47E+03,1.34E+04,2.10E+04
1,8733,344110.07,4482816.99,0,0,4,2112.79,67476714.1,184436.7141,16.3,2.50E+02,6.12E+02,6.87E+02,8.27E+02,1.09E+03,1.57E+03,1.57E+03,4.52E+03,4.55E+03,1.34E+04,2.10E+04
1,8734,344110.11,4482816.95,0,0,4,2112.8,67476814.1,184436.8141,15.3,4.96E+02,3.63E+02,7.98E+02,8.73E+02,1.10E+03,1.59E+03,1.53E+03,4.51E+03,4.54E+03,1.34E+04,2.07E+04
1,8735,344110.14,4482816.92,0,0,4,2112.81,67476914.1,184436.9141,16.9,5.17E+02,3.04E+02,8.06E+02,8.64E+02,1.04E+03,1.56E+03,1.50E+03,4.60E+03,4.57E+03,1.32E+04,2.06E+04
1,8736,344110.18,4482816.89,0,0,4,2112.82,67477014.1,184437.0141,16.9,3.22E+02,5.70E+02,7.05E+02,8.46E+02,1.03E+03,1.52E+03,1.55E+03,4.70E+03,4.64E+03,1.33E+04,2.09E+04
1,8737,344110.21,4482816.85,0,0,4,2112.83,67477114.1,184437.1141,16.4,3.08E+02,7.08E+02,6.72E+02,8.73E+02,1.02E+03,1.53E+03,1.62E+03,4.63E+03,4.63E+03,1.34E+04,2.11E+04
1,8738,344110.25,4482816.82,0,0,4,2112.84,67477214.1,184437.2141,16.8,3.68E+02,6.29E+02,7.32E+02,8.98E+02,1.00E+03,1.51E+03,1.57E+03,4.57E+03,4.52E+03,1.34E+04,2.10E+04
1,8739,344110.28,4482816.79,0,0,4,2112.84,67477314.1,184437.3141,17,3.61E+02,6.08E+02,7.00E+02,8.62E+02,1.06E+03,1.54E+03,1.49E+03,4.60E+03,4.46E+03,1.34E+04,2.10E+04
1,8740,344110.32,4482816.76,0,0,4,2112.85,67477414.1,184437.4141,17,2.14E+02,5.65E+02,7.07E+02,7.93E+02,1.08E+03,1.60E+03,1.55E+03,4.60E+03,4.46E+03,1.34E+04,2.10E+04
1,8741,344110.36,4482816.75,0,0,4,2112.85,67477514.1,184437.5141,17.1,1.09E+02,4.23E+02,7.07E+02,8.02E+02,9.72E+02,1.63E+03,1.56E+03,4.59E+03,4.46E+03,1.35E+04,2.09E+04
1,8742,344110.4,4482816.74,0,0,4,2112.84,67477614.1,184437.6141,16.7,2.21E+02,5.16E+02,5.83E+02,7.59E+02,8.67E+02,1.64E+03,1.45E+03,4.61E+03,4.42E+03,1.36E+04,2.11E+04
1,8743,344110.44,4482816.73,0,0,4,2112.84,67477714.1,184437.7141,20.6,1.55E+02,7.60E+02,4.99E+02,7.14E+02,7.77E+02,1.62E+03,1.38E+03,4.65E+03,4.34E+03,1.36E+04,2.13E+04
1,8744,344110.49,4482816.73,0,0,4,2112.84,67477814.1,184437.8141,18.3,1.98E+02,8.47E+02,5.95E+02,7.86E+02,8.98E+02,1.57E+03,1.41E+03,4.66E+03,4.30E+03,1.35E+04,2.14E+04
1,8745,344110.53,4482816.72,0,0,4,2112.83,67477914.1,184437.9141,16.3,3.62E+02,7.66E+02,7.04E+02,8.26E+02,1.02E+03,1.55E+03,1.51E+03,4.56E+03,4.31E+03,1.35E+04,2.12E+04
1,8746,344110.57,4482816.71,0,0,4,2112.83,67478014.1,184438.0141,16.9,2.69E+02,7.38E+02,6.48E+02,8.14E+02,1.00E+03,1.55E+03,1.53E+03,4.48E+03,4.33E+03,1.35E+04,2.11E+04
1,8747,344110.61,4482816.7,0,0,4,2112.82,67478114.1,184438.1141,15.2,2.05E+02,6.75E+02,5.91E+02,7.93E+02,9.89E+02,1.55E+03,1.49E+03,4.47E+03,4.32E+03,1.35E+04,2.10E+04
1,8748,344110.65,4482816.7,0,0,4,2112.82,67478214.1,184438.2141,15.4,1.74E+02,4.42E+02,5.92E+02,7.81E+02,9.41E+02,1.48E+03,1.47E+03,4.51E+03,4.37E+03,1.34E+04,2.06E+04
1,8749,344110.69,4482816.69,0,0,4,2112.82,67478314.1,184438.3141,15.5,2.30E+02,5.36E+02,5.64E+02,8.25E+02,8.69E+02,1.52E+03,1.45E+03,4.55E+03,4.44E+03,1.34E+04,2.08E+04
1,8750,344110.73,4482816.68,0,0,4,2112.82,67478414.1,184438.4141,15.9,2.79E+02,5.63E+02,5.99E+02,8.67E+02,8.51E+02,1.53E+03,1.44E+03,4.54E+03,4.35E+03,1.34E+04,2.09E+04
1,8751,344110.74,4482816.66,0,0,4,2112.83,67478514.1,184438.5141,15.9,2.93E+02,5.09E+02,6.12E+02,8.39E+02,8.59E+02,1.51E+03,1.52E+03,4.55E+03,4.28E+03,1.34E+04,2.08E+04
1,8752,344110.75,4482816.64,0,0,4,2112.85,67478614.1,184438.6141,16,3.98E+02,4.99E+02,6.86E+02,8.04E+02,9.34E+02,1.55E+03,1.50E+03,4.57E+03,4.30E+03,1.34E+04,2.09E+04
1,8753,344110.76,4482816.63,0,0,4,2112.86,67478714.1,184438.7141,15.3,4.88E+02,5.83E+02,7.39E+02,7.96E+02,9.34E+02,1.57E+03,1.46E+03,4.53E+03,4.30E+03,1.34E+04,2.09E+04
1,8754,344110.77,4482816.61,0,0,4,2112.87,67478814.1,184438.8141,15.3,3.29E+02,7.37E+02,6.74E+02,7.43E+02,8.66E+02,1.59E+03,1.44E+03,4.45E+03,4.25E+03,1.33E+04,2.09E+04
1,8755,344110.77,4482816.59,0,0,4,2112.89,67478914.1,184438.9141,14.8,2.51E+02,7.44E+02,7.13E+02,7.34E+02,8.72E+02,1.59E+03,1.37E+03,4.43E+03,4.20E+03,1.32E+04,2.07E+04
1,8756,344110.78,4482816.57,0,0,4,2112.9,67479014.1,184439.0141,16.3,2.40E+02,8.53E+02,5.85E+02,8.21E+02,8.76E+02,1.60E+03,1.35E+03,4.39E+03,4.14E+03,1.29E+04,2.06E+04
1,8757,344110.79,4482816.55,0,0,4,2112.92,67479114.1,184439.1141,15.6,1.82E+02,8.74E+02,4.63E+02,8.84E+02,8.08E+02,1.61E+03,1.35E+03,4.35E+03,4.16E+03,1.27E+04,2.04E+04
1,8758,344110.8,4482816.54,0,0,4,2112.93,67479214.1,184439.2141,15.3,2.37E+02,5.62E+02,4.96E+02,8.24E+02,7.23E+02,1.52E+03,1.31E+03,4.35E+03,4.12E+03,1.26E+04,1.99E+04
1,8759,344110.81,4482816.52,0,0,4,2112.95,67479314.1,184439.3141,15.4,2.37E+02,5.06E+02,5.27E+02,7.64E+02,7.95E+02,1.51E+03,1.31E+03,4.32E+03,4.07E+03,1.25E+04,1.96E+04
1,8760,344110.82,4482816.5,0,0,4,2112.96,67479414.1,184439.4141,15.5,1.74E+02,6.80E+02,5.42E+02,7.01E+02,9.44E+02,1.53E+03,1.32E+03,4.26E+03,4.10E+03,1.24E+04,1.95E+04
1,8761,344110.83,4482816.48,0,0,4,2112.98,67479514.1,184439.5141,16.9,2.57E+02,5.71E+02,5.55E+02,6.86E+02,9.28E+02,1.50E+03,1.34E+03,4.20E+03,3.99E+03,1.23E+04,1.92E+04
1,8762,344110.85,4482816.46,0,0,4,2113.01,67479614.1,184439.6141,15.1,2.80E+02,6.73E+02,5.20E+02,7.30E+02,8.32E+02,1.44E+03,1.34E+03,4.13E+03,3.89E+03,1.22E+04,1.92E+04
1,8763,344110.86,4482816.44,0,0,4,2113.03,67479714.1,184439.7141,15.8,2.71E+02,8.31E+02,4.92E+02,6.80E+02,7.66E+02,1.41E+03,1.33E+03,4.05E+03,3.85E+03,1.21E+04,1.91E+04
1,8764,344110.88,4482816.42,0,0,4,2113.05,67479814.1,184439.8141,15.7,3.02E+02,7.53E+02,5.04E+02,7.78E+02,7.85E+02,1.40E+03,1.33E+03,3.98E+03,3.82E+03,1.19E+04,1.88E+04
1,8765,344110.89,4482816.4,0,0,4,2113.07,67479914.1,184439.9141,19,2.40E+02,7.74E+02,5.02E+02,7.77E+02,8.46E+02,1.38E+03,1.34E+03,3.93E+03,3.76E+03,1.16E+04,1.84E+04
1,8766,344110.9,4482816.38,0,0,4,2113.09,67480014.1,184440.0141,15.4,1.46E+02,7.13E+02,5.68E+02,7.09E+02,8.94E+02,1.41E+03,1.40E+03,3.82E+03,3.76E+03,1.12E+04,1.79E+04
1,8767,344110.92,4482816.36,0,0,4,2113.11,67480114.1,184440.1141,13.5,2.88E+02,4.74E+02,7.26E+02,7.52E+02,9.23E+02,1.39E+03,1.43E+03,3.74E+03,3.80E+03,1.10E+04,1.73E+04
1,8768,344110.93,4482816.34,0,0,4,2113.13,67480214.1,184440.2141,12.6,2.36E+02,7.39E+02,6.69E+02,6.90E+02,9.77E+02,1.32E+03,1.45E+03,3.69E+03,3.81E+03,1.06E+04,1.70E+04
1,8769,344110.95,4482816.32,0,0,4,2113.15,67480314.1,184440.3141,13.5,1.76E+02,7.98E+02,6.25E+02,6.32E+02,9.60E+02,1.33E+03,1.42E+03,3.58E+03,3.70E+03,1.03E+04,1.66E+04
1,8770,344110.96,4482816.3,0,0,4,2113.17,67480414.1,184440.4141,14,1.88E+02,6.92E+02,6.03E+02,6.39E+02,9.22E+02,1.30E+03,1.36E+03,3.51E+03,3.62E+03,1.00E+04,1.62E+04
1,8771,344111,4482816.28,0,0,4,2113.19,67480514.1,184440.5141,15.5,3.08E+02,5.67E+02,6.26E+02,6.50E+02,9.38E+02,1.20E+03,1.39E+03,3.38E+03,3.57E+03,9.71E+03,1.55E+04
1,8772,344111.04,4482816.26,0,0,4,2113.2,67480614.1,184440.6141,15.2,5.08E+02,5.29E+02,7.05E+02,6.56E+02,9.19E+02,1.19E+03,1.39E+03,3.27E+03,3.53E+03,9.44E+03,1.51E+04
1,8773,344111.08,4482816.23,0,0,4,2113.21,67480714.1,184440.7141,13.3,4.44E+02,6.26E+02,5.99E+02,6.13E+02,8.86E+02,1.17E+03,1.29E+03,3.20E+03,3.48E+03,9.16E+03,1.48E+04
1,8774,344111.12,4482816.21,0,0,4,2113.23,67480814.1,184440.8141,13.7,2.00E+02,6.76E+02,4.67E+02,5.58E+02,8.89E+02,1.15E+03,1.28E+03,3.13E+03,3.37E+03,8.98E+03,1.45E+04
1,8775,344111.16,4482816.19,0,0,4,2113.24,67480914.1,184440.9141,12.8,1.85E+02,5.69E+02,5.37E+02,6.25E+02,9.23E+02,1.17E+03,1.36E+03,3.08E+03,3.32E+03,8.92E+03,1.44E+04
1,8776,344111.19,4482816.17,0,0,4,2113.25,67481014.1,184441.0141,12.8,2.04E+02,7.38E+02,5.83E+02,7.04E+02,9.32E+02,1.13E+03,1.39E+03,3.07E+03,3.34E+03,8.86E+03,1.45E+04
1,8777,344111.23,4482816.15,0,0,4,2113.26,67481114.1,184441.1141,15.6,1.33E+02,9.82E+02,5.70E+02,6.73E+02,9.34E+02,1.13E+03,1.44E+03,3.14E+03,3.44E+03,8.88E+03,1.48E+04
1,8778,344111.27,4482816.13,0,0,4,2113.28,67481214.1,184441.2141,13.8,2.38E+02,6.99E+02,6.16E+02,6.61E+02,1.02E+03,1.18E+03,1.47E+03,3.13E+03,3.58E+03,8.89E+03,1.46E+04
1,8779,344111.31,4482816.1,0,0,4,2113.29,67481314.1,184441.3141,13.6,3.50E+02,4.97E+02,7.45E+02,6.67E+02,1.06E+03,1.16E+03,1.52E+03,3.07E+03,3.63E+03,8.81E+03,1.42E+04
1,8780,344111.35,4482816.08,0,0,4,2113.3,67481414.1,184441.4141,12.9,3.31E+02,5.71E+02,7.79E+02,6.56E+02,1.02E+03,1.08E+03,1.53E+03,3.07E+03,3.62E+03,8.71E+03,1.41E+04
1,8781,344111.39,4482816.07,0,0,4,2113.32,67481514.1,184441.5141,13.7,3.04E+02,6.83E+02,7.42E+02,6.63E+02,1.08E+03,1.10E+03,1.50E+03,3.02E+03,3.53E+03,8.54E+03,1.40E+04
1,8782,344111.43,4482816.05,0,0,4,2113.33,67481614.1,184441.6141,13.9,3.55E+02,6.68E+02,7.18E+02,6.43E+02,1.11E+03,1.11E+03,1.44E+03,2.92E+03,3.46E+03,8.38E+03,1.37E+04
1,8783,344111.47,4482816.03,0,0,4,2113.34,67481714.1,184441.7141,14.6,4.34E+02,5.56E+02,7.47E+02,5.88E+02,1.09E+03,1.10E+03,1.39E+03,2.89E+03,3.47E+03,8.39E+03,1.35E+04
1,8784,344111.5,4482816.01,0,0,4,2113.36,67481814.1,184441.8141,13.2,4.30E+02,5.09E+02,7.62E+02,5.99E+02,1.05E+03,1.10E+03,1.41E+03,2.91E+03,3.51E+03,8.34E+03,1.35E+04
1,8785,344111.54,4482815.99,0,0,4,2113.37,67481914.1,184441.9141,12.7,3.95E+02,4.87E+02,7.08E+02,6.44E+02,1.00E+03,1.13E+03,1.44E+03,2.91E+03,3.40E+03,8.19E+03,1.34E+04
1,8786,344111.58,4482815.97,0,0,4,2113.39,67482014.1,184442.0141,11.3,3.68E+02,6.10E+02,6.59E+02,6.04E+02,1.01E+03,1.13E+03,1.45E+03,2.82E+03,3.26E+03,8.00E+03,1.32E+04
