,Unnamed: 0,x,y,elevation,ssssHCP1.6f450h0.15,HCP1.6f1530h0.15,HCP1.6f5310h0.15,HCP1.6f18330h0.15,HCP1.6f63030h0.15
52481,52481,344129.86,4482837.82,2098.85,24.58270037,84.84821343,40.24941087,28.28584258,21.91484529
52486,52486,344130.19,4482837.6,2098.87,353.1289517,95.32489832,43.60352845,31.20079582,23.35909011
52491,52491,344130.52,4482837.37,2098.88,172.3867361,85.75360595,43.23084872,30.4450672,23.26490023
52496,52496,344130.85,4482837.13,2098.87,164.4710186,74.7595539,38.01333249,28.39380381,23.42188337
52501,52501,344131.22,4482836.9,2098.85,298.5984535,89.24583424,45.83960683,30.98487336,24.26959228
52506,52506,344131.63,4482836.7,2098.83,210.2062751,101.5333042,39.50405141,29.68933858,23.83003951
52511,52511,344132.06,4482836.47,2098.81,117.8562379,73.07811065,38.75869195,27.85399765,21.09853301
52516,52516,344132.52,4482836.21,2098.79,331.1408476,71.3966674,35.88905803,23.5355484,18.49261301
52521,52521,344132.92,4482836.01,2098.77,251.5439108,77.47573147,34.36107114,24.18331579,18.33562987
52526,52526,344133.25,4482835.87,2098.76,326.7432268,84.33084627,36.0753979,25.80273426,20.56479035
52531,52531,344133.59,4482835.71,2098.75,279.2489219,83.68413733,39.13137168,29.36545489,24.26959228
52536,52536,344133.94,4482835.52,2098.75,383.4725353,82.13203586,40.62209061,30.87691213,25.65104385
52541,52541,344134.3,4482835.3,2098.76,337.7372788,80.70927619,43.60352845,30.33710597,24.67774843
52546,52546,344134.67,4482835.06,2098.78,221.6400892,81.61466871,38.01333249,28.7176875,23.20210698
52551,52551,344135.01,4482834.86,2098.79,350.9301413,72.81942707,38.38601222,27.53011396,23.39048674
52556,52556,344135.34,4482834.73,2098.78,266.4958216,90.79793571,39.87673114,30.12118351,24.1754024
52561,52561,344135.63,4482834.58,2098.8,358.4060967,72.04337634,40.24941087,29.14953243,24.89752481
52566,52566,344135.91,4482834.4,2098.85,246.7065279,98.42910125,41.36745007,31.09283459,25.58825059
52571,52571,344136.17,4482834.15,2098.91,301.6767881,76.69968073,40.62209061,29.68933858,25.49406071
52576,52576,344136.43,4482833.82,2098.98,286.2851152,51.60737371,34.06292735,27.96195888,24.74054168
52581,52581,344136.71,4482833.55,2099.04,210.6460372,54.71157665,34.65921492,28.17788134,23.704453
52586,52586,344137.03,4482833.33,2099.07,344.7734721,98.17041767,42.11280953,28.50176504,23.29629686
52591,52591,344137.34,4482833.07,2099.09,300.7972639,67.25773015,33.72751559,27.20623026,22.82534746
52596,52596,344137.65,4482832.76,2099.11,293.3213085,46.17501859,29.8516464,25.80273426,21.78925879
52601,52601,344137.92,4482832.45,2099.16,321.4660818,106.5776339,38.01333249,27.42215273,22.07182843
52606,52606,344138.15,4482832.14,2099.23,488.1359108,114.7261666,40.62209061,28.39380381,23.64165975
52611,52611,344138.42,4482831.86,2099.27,400.1834944,88.85780888,39.87673114,30.33710597,25.93361349
52616,52616,344138.76,4482831.6,2099.29,285.8453532,94.29016401,40.62209061,32.06448567,28.09998071
52621,52621,344139.11,4482831.29,2099.33,260.7789145,95.84226547,42.48548926,33.03613675,27.75461782
52626,52626,344139.47,4482830.92,2099.41,318.8275093,69.19785699,42.85816899,33.36002044,28.82210312
52631,52631,344139.82,4482830.6,2099.45,225.1581859,99.85186092,46.21228656,36.49089615,31.20824674
52636,52636,344140.16,4482830.33,2099.46,407.2196877,99.98120271,43.60352845,35.08740014,30.39193445
52641,52641,344140.48,4482830.05,2099.49,418.2137398,93.51411327,48.07568521,34.33167152,30.01517493
52646,52646,344140.76,4482829.78,2099.55,501.3287732,74.37152854,43.97620818,33.14409798,29.57562216
52651,52651,344141.04,4482829.49,2099.59,101.1452788,57.557096,38.75869195,33.57594291,29.57562216
52656,52656,344141.31,4482829.2,2099.63,380.3942007,101.4039624,46.58496629,35.95108999,31.33383324
52661,52661,344141.49,4482829,2099.68,448.5573234,109.4231533,51.05712305,37.46254723,33.28042409
52666,52666,344141.55,4482828.91,2099.73,433.6054126,113.9501159,53.29320144,40.4854617,35.47818794
52671,52671,344141.72,4482828.76,2099.83,375.1170558,98.29975946,49.1937244,40.8093454,36.42008673
52676,52676,344141.99,4482828.52,2099.99,299.0382156,79.15717472,49.1937244,39.51381062,35.47818794
52681,52681,344142.31,4482828.22,2100.12,244.9474796,69.58588235,45.4669271,37.78643092,33.28042409
52686,52686,344142.69,4482827.87,2100.24,373.3580074,77.0877061,45.83960683,36.05905122,30.36053782
52691,52691,344143.04,4482827.6,2100.35,169.7481636,79.15717472,45.09424737,33.8998266,28.916293
52696,52696,344143.35,4482827.42,2100.44,413.816119,87.56439099,47.33032575,35.73516753,31.27103999
52701,52701,344143.5,4482827.32,2100.49,191.7362677,72.56074349,47.70300548,39.29788816,34.22232288
52706,52706,344143.47,4482827.3,2100.47,342.1348996,81.09730155,45.4669271,39.29788816,34.22232288
52711,52711,344143.46,4482827.3,2100.46,311.3515539,82.13203586,46.58496629,38.86604323,34.53628915
52716,52716,344143.47,4482827.31,2100.46,289.8032119,81.35598513,44.72156764,37.89439215,34.85025541
52721,52721,344143.47,4482827.32,2100.46,238.3510483,85.88294774,44.72156764,38.86604323,34.53628915
52726,52726,344143.47,4482827.32,2100.46,287.6044015,78.12244041,48.82104467,39.0819657,34.53628915
52731,52731,344143.48,4482827.33,2100.48,259.0198662,77.0877061,47.33032575,39.29788816,34.85025541
52736,52736,344143.5,4482827.33,2100.52,273.0922528,84.84821343,47.33032575,37.89439215,34.53628915
52741,52741,344143.59,4482827.28,2100.58,187.7784089,68.16312268,45.83960683,38.00235338,34.85025541
52746,52746,344143.76,4482827.17,2100.66,67.28359851,86.91768205,44.34888791,39.29788816,34.53628915
52751,52751,344143.89,4482827.11,2100.72,427.4487435,100.4985699,47.70300548,38.43419831,32.96645782
52756,52756,344143.99,4482827.11,2100.73,254.1824833,96.10094905,45.83960683,36.59885738,31.3966265
52761,52761,344144.06,4482827.09,2100.73,377.7556282,85.23623879,45.09424737,35.84312876,30.4547277
52766,52766,344144.12,4482827.07,2100.72,348.2915688,77.47573147,49.1937244,35.6272063,31.71059276
52771,52771,344144.2,4482827.02,2100.72,372.4784833,79.80388366,46.95764602,36.81477984,31.71059276
52776,52776,344144.32,4482826.96,2100.74,347.4120446,92.73806254,44.34888791,35.3033226,30.51752095
53000,53000,344144.1,4482828,2100.29,359.2856208,100.7572534,50.31176359,37.46254723,33.28042409
53005,53005,344144.01,4482828.1,2100.2,372.4784833,99.20515198,51.80248251,38.54215954,32.65249156
53010,53010,344143.92,4482828.21,2100.12,288.9236877,102.0506713,44.72156764,35.51924507,31.71059276
53015,53015,344143.85,4482828.34,2100.05,349.610855,73.85416138,38.75869195,34.00778783,30.10936481
53020,53020,344143.76,4482828.48,2099.97,307.3936952,72.69008528,39.13137168,34.65555522,29.57562216
53025,53025,344143.62,4482828.59,2099.86,408.0992119,84.58952985,45.4669271,33.8998266,29.66981204
53030,53030,344143.47,4482828.71,2099.77,633.2573978,117.9597113,52.92052171,36.81477984,31.3966265
53035,53035,344143.32,4482828.86,2099.73,488.1359108,114.7261666,54.0385609,38.54215954,32.02455903
53040,53040,344143.14,4482829.02,2099.7,452.9549442,108.5177608,52.92052171,40.59342293,35.47818794
53045,53045,344142.89,4482829.19,2099.67,233.0739033,84.71887164,47.70300548,40.59342293,36.734053
53050,53050,344142.61,4482829.36,2099.62,259.8993903,76.44099716,46.58496629,41.13322909,36.42008673
53055,53055,344142.26,4482829.57,2099.5,342.5746617,57.42775421,44.34888791,38.43419831,35.47818794
53060,53060,344141.94,4482829.79,2099.4,496.9311524,85.106897,47.33032575,35.6272063,32.02455903
53065,53065,344141.68,4482830.05,2099.38,187.3386468,76.44099716,41.7401298,35.19536137,30.61171083
53070,53070,344141.38,4482830.32,2099.35,457.3525651,89.7632014,45.4669271,34.43963275,29.8581918
53075,53075,344140.97,4482830.59,2099.3,549.7026022,91.05661929,42.85816899,33.03613675,28.53953348
53080,53080,344140.57,4482830.86,2099.26,394.4665874,74.37152854,39.50405141,30.66098966,27.40925493
53085,53085,344140.2,4482831.15,2099.23,461.7501859,80.19190903,40.62209061,33.57594291,28.53953348
53090,53090,344139.82,4482831.47,2099.2,415.1354052,91.44464465,42.48548926,33.14409798,29.13606939
53095,53095,344139.38,4482831.84,2099.13,259.4596283,67.38707194,37.64065276,31.20079582,27.03249541
53100,53100,344138.96,4482832.19,2099.07,374.6772937,80.83861797,36.26173776,28.06992011,23.42188337
53105,53105,344138.58,4482832.49,2099.04,274.8513011,70.36193308,34.17473127,28.7176875,24.11260915
53110,53110,344138.2,4482832.81,2099.01,376.8761041,73.5954778,32.68401235,26.55846288,22.76255421
53115,53115,344137.83,4482833.17,2098.95,387.8701561,61.69603324,30.55973789,25.47885056,21.25551614
53120,53120,344137.46,4482833.51,2098.9,299.0382156,71.13798382,37.26797303,27.42215273,23.04512385
53125,53125,344137.08,4482833.81,2098.85,345.6529963,91.05661929,37.26797303,28.60972627,24.11260915
53130,53130,344136.7,4482834.13,2098.79,306.514171,78.63980757,37.15616911,29.04157119,25.58825059
53135,53135,344136.31,4482834.55,2098.71,375.1170558,67.38707194,35.59091425,29.14953243,25.90221686
53140,53140,344135.9,4482834.93,2098.64,379.5146766,102.3093549,42.85816899,29.90526104,25.83942361
53145,53145,344135.43,4482835.25,2098.6,347.4120446,77.99309862,38.75869195,29.36545489,26.12199324
53150,53150,344134.97,4482835.58,2098.54,589.2811896,57.94512136,36.11266587,31.41671828,27.94299758
53155,53155,344134.56,4482835.94,2098.47,358.8458587,107.6123682,45.4669271,34.54759399,28.4453436
53160,53160,344134.21,4482836.25,2098.42,279.688684,109.5524951,49.93908386,33.68390414,28.38255035
53165,53165,344133.98,4482836.4,2098.44,434.0451747,93.2554297,41.36745007,33.46798167,28.38255035
53170,53170,344133.73,4482836.53,2098.46,252.863197,80.83861797,39.87673114,31.63264074,26.43595951
53175,53175,344133.41,4482836.62,2098.49,598.0764312,70.2325913,39.13137168,27.74603642,22.91953734
53180,53180,344133.09,4482836.69,2098.52,131.9286245,90.66859392,33.46663978,25.04700564,19.4345118
53185,53185,344132.76,4482836.76,2098.57,326.3034647,82.26137765,38.01333249,24.39923825,18.93216578
53190,53190,344132.44,4482836.86,2098.61,379.9544387,88.34044172,36.18720181,23.10370348,17.42512771
53195,53195,344132.15,4482837.07,2098.62,371.5989591,102.6973803,38.75869195,24.07535456,18.39842313
53200,53200,344131.87,4482837.26,2098.64,452.9549442,90.28056855,39.50405141,26.88234657,19.93685782
53205,53205,344131.59,4482837.38,2098.67,337.7372788,101.1452788,40.62209061,29.04157119,22.26020819
53210,53210,344131.37,4482837.47,2098.7,470.5454275,77.0877061,40.24941087,28.7176875,23.89283276
53215,53215,344131.28,4482837.5,2098.72,448.5573234,84.97755521,39.87673114,29.14953243,24.01841927
53220,53220,344131.15,4482837.58,2098.73,297.7189294,79.54520009,39.50405141,29.90526104,23.98702264
53225,53225,344130.87,4482837.83,2098.73,242.3089071,81.87335228,40.24941087,28.82564873,23.61026312
53230,53230,344130.58,4482838.05,2098.73,510.1240149,84.07216269,40.99477034,28.82564873,23.01372722
53235,53235,344130.23,4482838.19,2098.73,-9.103075093,80.5799344,36.78348938,29.04157119,22.41719132
53240,53240,344129.92,4482838.34,2098.74,237.0317621,89.7632014,39.87673114,27.74603642,21.82065541
53245,53245,344129.71,4482838.54,2098.76,314.8696506,67.12838837,37.64065276,28.06992011,22.00903517
53250,53250,344129.49,4482838.7,2098.78,303.4358364,76.44099716,40.62209061,31.30875705,23.5788665
53255,53255,344129.28,4482838.76,2098.81,492.5335316,94.67818937,45.09424737,32.92817552,24.92892144
53260,53260,344129.03,4482838.84,2098.84,576.0883271,86.65899847,47.70300548,32.28040813,24.23819565
53265,53265,344128.7,4482838.97,2098.89,488.1359108,107.3536847,50.31176359,34.54759399,25.27428433
53270,53270,344128.4,4482839.08,2098.95,408.538974,108.2590772,48.07568521,34.76351645,25.58825059
53275,53275,344128.14,4482839.13,2099.08,328.062513,103.2147474,48.07568521,36.05905122,26.12199324
53280,53280,344127.92,4482839.23,2099.16,248.0258141,113.0447234,47.70300548,34.33167152,25.02311132
53285,53285,344127.78,4482839.45,2099.15,571.6907063,153.9167286,58.88339739,34.22371029,23.13931373
53290,53290,344127.59,4482839.65,2099.14,305.6346468,129.3417888,53.66588117,32.92817552,23.13931373
53295,53295,344127.23,4482839.8,2099.16,197.4531747,53.15947518,39.50405141,29.25749366,19.62289156
53300,53300,344126.88,4482839.95,2099.18,238.7908104,46.0456768,39.13137168,28.93360996,20.25082409
53305,53305,344126.54,4482840.1,2099.24,734.4026766,162.9706538,60.00143658,34.54759399,21.60087903
53310,53310,344126.28,4482840.23,2099.28,255.5017695,96.23029084,47.70300548,33.79186537,23.20210698
53315,53315,344126.21,4482840.28,2099.3,323.6648922,75.92363,45.09424737,34.43963275,24.14400578
53320,53320,344126.13,4482840.33,2099.33,148.1998216,68.16312268,45.09424737,34.11574906,23.89283276
53325,53325,344126.01,4482840.38,2099.36,243.6281933,79.15717472,46.21228656,35.41128384,24.55216192
53330,53330,344125.89,4482840.43,2099.39,392.707539,90.40991034,50.31176359,34.87147768,24.26959228
53335,53335,344125.78,4482840.48,2099.41,606.8716729,81.35598513,48.07568521,32.28040813,23.48467662
53340,53340,344125.62,4482840.56,2099.41,416.8944535,87.95241636,41.36745007,30.66098966,22.60557108
53345,53345,344125.34,4482840.74,2099.39,309.5925056,93.38477148,42.85816899,29.58137735,22.16601831
53350,53350,344125.04,4482840.9,2099.37,375.9965799,82.90808659,35.33003843,23.96739333,19.12054554
53355,53355,344124.73,4482841.04,2099.38,335.5384684,78.12244041,27.72737194,18.46137054,16.51462554
53360,53360,344124.43,4482841.17,2099.4,297.7189294,103.2147474,25.75216937,17.92156438,16.89138505
53365,53365,344124.2,4482841.31,2099.43,598.0764312,86.2709731,29.73984248,18.677293,18.3670265
53370,53370,344123.96,4482841.47,2099.46,390.5087286,80.06256724,29.51623464,21.37632378,20.78456674
53375,53375,344123.73,4482841.68,2099.5,444.1597026,55.2289438,31.11875748,25.80273426,23.04512385
53380,53380,344123.47,4482841.88,2099.52,549.7026022,69.84456593,42.85816899,32.49633059,24.89752481
53385,53385,344123.13,4482842.03,2099.51,518.9192565,101.2746206,47.33032575,33.68390414,24.7719383
53390,53390,344122.83,4482842.17,2099.52,457.3525651,107.8710518,50.31176359,37.24662477,26.93830553
53395,53395,344122.66,4482842.27,2099.56,448.5573234,120.02918,54.41124063,40.05361678,28.50813686
53400,53400,344122.46,4482842.4,2099.6,319.7070335,104.8961907,48.82104467,39.72973308,29.32444915
53405,53405,344122.18,4482842.64,2099.65,444.1597026,95.84226547,49.1937244,39.72973308,29.32444915
53410,53410,344121.96,4482842.83,2099.68,135.0069591,55.48762738,46.58496629,39.62177185,30.98847035
53415,53415,344121.89,4482842.91,2099.68,302.1165502,78.76914935,49.93908386,41.45711278,31.71059276
53420,53420,344121.83,4482842.97,2099.68,383.0327732,82.77874481,50.68444332,42.96857002,32.02455903
53425,53425,344121.8,4482842.98,2099.71,326.3034647,121.9693068,58.13803793,43.29245371,32.02455903
53430,53430,344121.79,4482843.01,2099.73,483.73829,95.32489832,54.0385609,41.24119032,30.4547277
53435,53435,344121.8,4482843.05,2099.71,301.6767881,112.5273562,51.05712305,39.40584939,29.8581918
53440,53440,344121.84,4482843.04,2099.69,448.5573234,94.54884758,50.31176359,38.11031462,29.70120866
53445,53445,344121.91,4482842.92,2099.68,398.4244461,92.47937896,54.41124063,41.24119032,30.86288385
53450,53450,344121.92,4482842.85,2099.69,362.3639554,86.2709731,50.31176359,41.45711278,31.71059276
53455,53455,344121.76,4482842.9,2099.78,514.5216357,94.67818937,49.93908386,36.81477984,29.48143228
53460,53460,344121.55,4482842.97,2099.85,412.9365948,140.9825497,62.98287442,36.49089615,26.81271903
53465,53465,344121.26,4482843.1,2099.85,432.7258885,186.2521758,58.88339739,33.79186537,22.69976096
53470,53470,344120.95,4482843.26,2099.9,598.0764312,174.6114148,60.74679604,31.41671828,19.05775228
53475,53475,344120.57,4482843.48,2100.07,457.3525651,135.8088782,51.05712305,30.33710597,20.0310477
53480,53480,344120.18,4482843.71,2100.22,420.8523123,124.8148262,48.07568521,27.42215273,18.90076915
53485,53485,344119.77,4482843.93,2100.29,293.3213085,98.29975946,39.13137168,27.20623026,18.93216578
53490,53490,344119.43,4482844.07,2100.34,212.8448476,20.95336978,30.74607775,28.17788134,17.64490409
53495,53495,344119.29,4482843.99,2100.33,261.2186766,-10.1015937,21.13094071,25.47885056,16.57741879
53500,53500,344119.19,4482843.93,2100.32,269.134394,80.83861797,41.36745007,27.63807519,20.34501397
53505,53505,344119.2,4482843.93,2100.32,295.959881,75.27692106,58.51071766,29.14953243,19.02635566
53510,53510,344119.2,4482843.96,2100.32,518.9192565,81.35598513,38.38601222,28.60972627,20.72177349
53515,53515,344119.14,4482844.04,2100.31,388.3099182,98.29975946,38.38601222,26.66642411,21.28691276
53520,53520,344119.07,4482844.13,2100.31,350.4903792,67.77509731,33.83931951,29.58137735,21.5694824
53525,53525,344118.94,4482844.21,2100.34,269.5741561,76.31165537,36.0753979,28.28584258,21.94624192
53530,53530,344118.82,4482844.27,2100.37,274.411539,81.22664334,34.62194695,27.09826903,21.88344867
53535,53535,344118.69,4482844.31,2100.36,203.1700818,82.26137765,36.8952933,29.14953243,22.88814072
53540,53540,344118.55,4482844.37,2100.34,287.1646394,67.9044391,35.18096654,27.20623026,22.79395084
53545,53545,344118.38,4482844.51,2100.3,229.5558067,71.65535097,39.50405141,29.47341612,22.79395084
53550,53550,344118.2,4482844.67,2100.27,271.7729665,76.57033895,39.13137168,29.25749366,24.30098891
53555,53555,344118.04,4482844.88,2100.29,229.1160446,75.14757927,38.38601222,30.98487336,25.08590457
53560,53560,344117.94,4482845.04,2100.31,328.062513,95.06621474,43.60352845,32.1724469,25.77663035
53565,53565,344117.97,4482845.04,2100.31,338.616803,83.9428209,42.85816899,33.46798167,26.15338987
53570,53570,344117.99,4482845.05,2100.3,296.3996431,92.73806254,44.34888791,32.49633059,26.62433927
53575,53575,344118,4482845.06,2100.3,346.5325204,100.6279117,44.34888791,32.82021429,25.99640674
53580,53580,344118,4482845.07,2100.3,362.8037175,92.22069539,46.21228656,32.71225306,26.05919999
53585,53585,344117.99,4482845.07,2100.3,435.364461,98.42910125,48.07568521,34.43963275,26.27897638
53590,53590,344117.95,4482845.09,2100.31,282.7670186,96.10094905,41.36745007,34.11574906,26.71852915
53595,53595,344117.83,4482845.15,2100.32,406.3401636,87.56439099,46.58496629,34.00778783,26.53014939
53600,53600,344117.65,4482845.24,2100.34,322.3456059,95.71292368,42.11280953,33.46798167,26.37316626
53605,53605,344117.31,4482845.42,2100.38,205.8086543,78.51046578,43.60352845,32.92817552,25.90221686
53610,53610,344116.98,4482845.63,2100.42,341.6951375,80.83861797,40.62209061,32.60429182,25.05450794
53615,53615,344116.66,4482845.9,2100.46,501.3287732,95.06621474,48.07568521,34.11574906,26.05919999
53620,53620,344116.34,4482846.18,2100.51,375.5568178,90.79793571,47.70300548,33.25205921,25.68244047
53625,53625,344115.99,4482846.48,2100.58,345.2132342,91.96201181,42.11280953,32.1724469,24.08121252
53630,53630,344115.64,4482846.76,2100.65,532.112119,90.79793571,40.24941087,30.98487336,23.17071035
53635,53635,344115.33,4482847.01,2100.69,444.1597026,80.45059261,45.4669271,30.87691213,23.01372722
53640,53640,344115.01,4482847.24,2100.73,381.713487,89.50451782,43.97620818,31.30875705,22.76255421
53645,53645,344114.69,4482847.43,2100.76,274.411539,88.5991253,42.85816899,31.09283459,22.44858794
53650,53650,344114.43,4482847.59,2100.79,251.5439108,83.42545375,44.72156764,32.06448567,23.51607325
53655,53655,344114.32,4482847.69,2100.79,355.3277621,79.80388366,42.85816899,32.82021429,24.0498159
53660,53660,344114.22,4482847.78,2100.78,332.0203717,109.0351279,45.09424737,34.33167152,25.1173012
54044,54044,344114.39,4482848.81,2100.48,356.2072862,100.8865952,42.85816899,33.8998266,24.55216192
54049,54049,344114.55,4482848.64,2100.48,1007.055167,174.6114148,64.47359335,37.78643092,26.21618312
54054,54054,344114.63,4482848.68,2100.45,813.5598513,190.1324295,64.47359335,38.21827585,25.80802698
54059,54059,344114.71,4482848.72,2100.42,699.22171,164.2640717,62.23751496,37.24662477,25.90221686
54064,54064,344114.76,4482848.75,2100.39,606.8716729,150.036475,58.13803793,37.57050846,26.40456288
54069,54069,344114.81,4482848.78,2100.36,567.2930855,147.4496392,57.7653582,36.92274107,26.09059662
54074,54074,344114.95,4482848.8,2100.32,426.5692193,135.8088782,51.80248251,36.49089615,25.80802698
54079,54079,344115.08,4482848.81,2100.28,286.7248773,125.5908769,49.56640413,36.38293492,26.93830553
54084,54084,344115.15,4482848.77,2100.28,156.115539,84.71887164,45.09424737,35.73516753,26.96970216
54089,54089,344115.22,4482848.73,2100.29,354.4482379,78.2517822,47.33032575,35.95108999,27.18947855
54094,54094,344115.27,4482848.68,2100.29,272.2127286,95.97160726,48.07568521,36.05905122,27.40925493
54099,54099,344115.33,4482848.63,2100.29,278.8091598,94.54884758,43.23084872,35.3033226,26.87551228
54104,54104,344115.37,4482848.66,2100.26,351.3699033,93.64345506,47.33032575,34.97943891,26.310373
54109,54109,344115.41,4482848.69,2100.22,285.4055911,83.68413733,46.21228656,34.54759399,26.27897638
54114,54114,344115.5,4482848.68,2100.2,316.1889368,85.23623879,44.34888791,35.51924507,26.34176963
54119,54119,344115.59,4482848.67,2100.18,289.8032119,67.25773015,40.62209061,34.11574906,25.52545734
54124,54124,344115.59,4482848.68,2100.17,206.2484164,66.22299584,43.23084872,33.36002044,25.1173012
54129,54129,344115.59,4482848.7,2100.16,222.5196134,80.06256724,42.48548926,34.33167152,25.7138371
54134,54134,344115.59,4482848.7,2100.16,193.0555539,67.77509731,44.72156764,34.00778783,25.27428433
54139,54139,344115.59,4482848.71,2100.16,218.5617546,61.95471682,43.23084872,33.46798167,25.30568096
54144,54144,344115.61,4482848.7,2100.16,193.9350781,65.18826153,43.97620818,32.49633059,25.65104385
54149,54149,344115.63,4482848.69,2100.17,257.7005799,73.5954778,46.58496629,34.00778783,25.33707758
54154,54154,344115.73,4482848.63,2100.18,284.0863048,76.05297179,43.97620818,33.14409798,25.52545734
54159,54159,344115.84,4482848.57,2100.18,43.09668401,73.46613602,42.85816899,33.79186537,25.08590457
54164,54164,344116,4482848.6,2100.04,182.0615019,82.90808659,44.34888791,33.68390414,24.36378216
54169,54169,344116.15,4482848.62,2099.9,299.9177398,85.75360595,38.38601222,31.95652444,23.704453
54174,54174,344116.23,4482848.57,2099.89,293.7610706,89.63385961,42.85816899,32.49633059,23.704453
54179,54179,344116.3,4482848.52,2099.88,379.0749145,95.58358189,45.4669271,33.46798167,24.30098891
54184,54184,344116.34,4482848.48,2099.89,355.7675242,100.7572534,46.58496629,34.22371029,24.36378216
54189,54189,344116.4,4482848.44,2099.89,352.6891896,89.24583424,45.09424737,34.11574906,24.42657541
54194,54194,344116.55,4482848.36,2099.87,420.4125502,94.29016401,49.1937244,34.33167152,25.14869782
54199,54199,344116.7,4482848.28,2099.86,310.0322677,100.1105445,47.33032575,34.54759399,25.52545734
54204,54204,344116.81,4482848.22,2099.83,274.8513011,104.3788235,45.09424737,34.22371029,25.93361349
54209,54209,344116.91,4482848.17,2099.81,288.9236877,90.40991034,45.09424737,34.33167152,25.39987083
54214,54214,344116.94,4482848.14,2099.82,380.3942007,92.73806254,45.4669271,33.03613675,25.18009445
54219,54219,344116.98,4482848.1,2099.82,295.520119,96.74765799,46.95764602,33.57594291,25.33707758
54224,54224,344117.07,4482848.03,2099.82,312.6708401,85.106897,46.21228656,33.03613675,25.30568096
54229,54229,344117.15,4482847.96,2099.82,328.062513,99.72251913,42.85816899,33.68390414,25.1173012
54234,54234,344117.15,4482847.97,2099.81,233.0739033,77.73441504,42.11280953,33.8998266,24.80333493
54239,54239,344117.16,4482847.98,2099.79,262.5379628,88.46978351,43.97620818,33.03613675,24.61495517
54244,54244,344117.14,4482847.99,2099.79,285.8453532,74.88889569,42.48548926,33.14409798,24.61495517
54249,54249,344117.13,4482847.99,2099.8,282.3272565,88.08175814,45.4669271,33.79186537,24.7719383
54254,54254,344117.14,4482847.98,2099.8,251.9836729,80.96795976,43.97620818,33.46798167,24.83473156
54259,54259,344117.15,4482847.98,2099.8,309.5925056,83.81347912,46.95764602,32.82021429,24.70914505
54264,54264,344117.14,4482847.98,2099.8,311.3515539,82.13203586,46.21228656,34.33167152,24.6463518
54269,54269,344117.14,4482847.97,2099.8,318.3877472,84.33084627,43.60352845,34.33167152,24.7719383
54274,54274,344117.21,4482847.83,2099.83,254.1824833,78.76914935,46.95764602,33.25205921,25.21149108
54279,54279,344117.29,4482847.68,2099.85,304.7551227,93.51411327,46.58496629,33.46798167,25.05450794
54284,54284,344117.45,4482847.48,2099.8,331.5806097,83.16677017,44.34888791,33.8998266,25.08590457
54289,54289,344117.6,4482847.31,2099.76,369.4001487,91.70332823,44.72156764,35.41128384,26.62433927
54294,54294,344117.65,4482847.31,2099.74,360.165145,92.22069539,46.95764602,36.92274107,28.38255035
54299,54299,344117.7,4482847.32,2099.72,321.0263197,90.02188498,45.83960683,37.67846969,28.57093011
54304,54304,344117.81,4482847.33,2099.7,312.2310781,98.55844303,48.82104467,37.46254723,28.66511999
54309,54309,344117.92,4482847.33,2099.68,233.5136654,88.72846709,46.21228656,36.59885738,29.29305252
54314,54314,344118.07,4482847.28,2099.66,428.7680297,85.88294774,46.95764602,37.354586,28.85349975
54319,54319,344118.22,4482847.22,2099.63,226.9172342,82.52006123,49.1937244,37.24662477,28.22556722
54324,54324,344118.32,4482847.17,2099.63,280.1284461,76.44099716,49.93908386,37.13866354,27.69182457
54329,54329,344118.42,4482847.11,2099.63,301.6767881,83.03742838,48.44836494,36.27497369,27.2522718
54334,54334,344118.48,4482846.99,2099.65,195.2543643,95.06621474,47.33032575,35.95108999,27.18947855
54339,54339,344118.53,4482846.86,2099.66,242.3089071,84.46018806,45.09424737,36.38293492,27.09528867
54344,54344,344118.5,4482846.64,2099.55,174.5855465,99.98120271,45.09424737,35.6272063,26.90690891
54349,54349,344118.49,4482846.44,2099.45,287.1646394,83.16677017,45.83960683,34.97943891,26.24757975
54354,54354,344118.56,4482846.4,2099.43,282.3272565,85.62426416,45.83960683,33.68390414,25.65104385
54359,54359,344118.63,4482846.37,2099.41,284.965829,77.47573147,41.7401298,31.84856321,25.27428433
54364,54364,344118.67,4482846.38,2099.4,232.6341413,86.01228952,40.62209061,32.28040813,25.2428877
54369,54369,344118.71,4482846.4,2099.39,286.2851152,83.68413733,45.4669271,33.36002044,25.30568096
54374,54374,344118.76,4482846.43,2099.38,251.5439108,81.35598513,43.97620818,33.68390414,24.74054168
54379,54379,344118.81,4482846.46,2099.37,262.0982007,87.82307457,43.60352845,33.68390414,25.21149108
54384,54384,344118.86,4482846.55,2099.35,238.3510483,87.95241636,42.11280953,33.57594291,25.27428433
54389,54389,344118.91,4482846.63,2099.33,299.0382156,91.96201181,45.09424737,34.33167152,25.18009445
54394,54394,344118.86,4482846.55,2099.36,266.4958216,92.22069539,47.33032575,34.43963275,25.05450794
54399,54399,344118.82,4482846.48,2099.38,312.6708401,83.68413733,45.4669271,34.22371029,25.2428877
54404,54404,344118.83,4482846.5,2099.38,259.8993903,81.09730155,45.4669271,33.36002044,25.05450794
54409,54409,344118.83,4482846.51,2099.38,270.4536803,86.65899847,44.34888791,32.82021429,25.30568096
54414,54414,344118.83,4482846.51,2099.37,251.5439108,73.46613602,45.4669271,33.46798167,25.27428433
